NA_Share,EU_Share,JP_Share,Genre_NA_Affinity,Genre_EU_Affinity,Genre_JP_Affinity,Platform_Age,Publisher_Genre_Spec
1.4326828862164402,-0.8663727269634831,-0.5239678887072122,0.6742198253509388,2.695135080358776,-1.8421043298607207,-0.885909568397932,-0.5627452235893304
1.4306410309583577,-0.8599235076144636,-0.5239678887072122,0.6742198253509388,2.695135080358776,-1.8421043298607207,-0.885909568397932,-0.5627452235893304
1.4830486492491373,-0.9293766390654434,-0.5239678887072122,0.2586972547731537,2.0032987513937637,-1.2124610740223671,-0.885909568397932,-0.7379613873292976
1.4772633926845706,-0.8738141339046596,-0.5239678887072122,0.22603337316481598,2.6399759685034403,-1.4841039920004175,-0.885909568397932,0.49786276272071156
1.4690959716522412,-0.8619078827987773,-0.5239678887072122,0.31238105922560394,2.315611079137357,-1.4133924012412196,-0.885909568397932,-0.3728067907428479
1.4405099980390892,-0.8633961641870126,-0.5239678887072122,0.2586972547731537,2.0032987513937637,-1.2124610740223671,-0.885909568397932,-0.5773616858336842
1.4565045308940672,-0.9080446058340709,-0.5239678887072122,0.20295889962475924,1.142349910690543,-0.8046166889075127,-0.885909568397932,-1.0808814275957426
1.4251960836034718,-0.7979117831046604,-0.5239678887072122,0.2586972547731537,2.0032987513937637,-1.2124610740223671,-0.885909568397932,-0.5773616858336842
1.3938876363128763,-0.9586461730340704,-0.5239678887072122,0.2586972547731537,2.0032987513937637,-1.2124610740223671,-0.885909568397932,-0.7379613873292976
1.4442533993455733,-0.8936578857477966,-0.5239678887072122,3.4063908487396,-2.158643488803206,-2.0847851956455736,-0.7471551598163612,-0.5627452235893304
1.4432324717165321,-0.8867125726026986,-0.5239678887072122,3.4063908487396,-2.158643488803206,-2.0847851956455736,-0.7471551598163612,-0.30462182571256907
1.4156674257324209,-0.97452117450858,-0.5239678887072122,3.4875352244378908,-2.15052809591076,-2.0847851956455736,-0.7471551598163612,-0.329123671936041
1.4537820572166242,-0.8862164788066202,-0.5239678887072122,3.4063908487396,-2.158643488803206,-2.0847851956455736,-0.7471551598163612,2.6824041423446428
1.368024136377167,-0.8648844455752479,-0.5239678887072122,3.5053905227941593,-2.198743077212939,-2.0847851956455736,-0.7471551598163612,3.9490709927148213
1.405117840232329,-0.8678610083517184,-0.5239678887072122,3.5053905227941593,-2.198743077212939,-2.0847851956455736,-0.7471551598163612,-0.4021304068276939
1.4282588664905953,-0.8629000703909341,-0.5239678887072122,3.5053905227941593,-2.198743077212939,-2.0847851956455736,-0.7471551598163612,3.9490709927148213
1.4983625636847542,-0.9045719492615221,-0.5239678887072122,3.4875352244378908,-2.15052809591076,-2.0847851956455736,-0.7471551598163612,0.14907044160428573
1.4272379388615541,-0.8738141339046596,-0.5239678887072122,3.4063908487396,-2.158643488803206,-2.0847851956455736,-0.7471551598163612,-0.5627452235893304
1.442551853297171,-0.8232125667046601,-0.5239678887072122,3.5053905227941593,-2.198743077212939,-2.0847851956455736,-0.7471551598163612,-0.40975316885314594
